Accession	Geographic Location	Geographic Region	Completeness	Length	Virus Pangolin Classification	Isolate Collection date
OM725531.1	South Africa	Africa	PARTIAL	29883	B.1.351	2020-11-02
OM725530.1	South Africa	Africa	PARTIAL	29893	B.1.351	2020-11-02
OM725529.1	South Africa	Africa	PARTIAL	29812	B.1.351	2020-11-04
OM725526.1	South Africa	Africa	PARTIAL	29823	B.1.351	2020-11-06
OM725524.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-11-06
OM725523.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-11-06
OM725522.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-11-06
OM725521.1	South Africa	Africa	COMPLETE	29810	B.1.351	2020-11-06
OM725520.1	South Africa	Africa	PARTIAL	29824	B.1.351	2020-11-06
OM725519.1	South Africa	Africa	PARTIAL	29826	B.1.351	2020-11-06
OM725514.1	South Africa	Africa	PARTIAL	29812	B.1.351	2020-11-05
OM725512.1	South Africa	Africa	PARTIAL	29816	B.1.351	2020-11-05
OM725511.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-11-04
OM725510.1	South Africa	Africa	PARTIAL	29864	B.1.351	2020-11-04
OM725509.1	South Africa	Africa	PARTIAL	29815	B.1.351	2020-11-04
OM725505.1	South Africa	Africa	COMPLETE	29886	B.1.351	2020-11-03
OM725504.1	South Africa	Africa	PARTIAL	29863	B.1.351	2020-11-03
OM725497.1	South Africa	Africa	PARTIAL	29876	B.1.351	2020-10-29
OM725495.1	South Africa	Africa	PARTIAL	29795	B.1.351	2020-10-27
OM725494.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-10-26
OM725493.1	South Africa	Africa	PARTIAL	29863	B.1.351	2020-10-26
OM725492.1	South Africa	Africa	PARTIAL	29781	B.1.351	2020-11-01
OM725490.1	South Africa	Africa	COMPLETE	29857	B.1.351	2020-10-30
OM725489.1	South Africa	Africa	PARTIAL	29806	B.1.351	2020-10-29
OM725488.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-10-29
OM725483.1	South Africa	Africa	PARTIAL	29812	B.1.351	2020-10-28
OM725482.1	South Africa	Africa	PARTIAL	29890	B.1.351	2020-10-28
OM725480.1	South Africa	Africa	PARTIAL	29804	B.1.351	2020-10-28
OM725479.1	South Africa	Africa	PARTIAL	29806	B.1.351	2020-10-28
OM725478.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-10-28
OM725477.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-10-27
OM725475.1	South Africa	Africa	PARTIAL	29859	B.1.351	2020-10-27
OM725474.1	South Africa	Africa	PARTIAL	29891	B.1.351	2020-10-27
OM725471.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-10-26
OM725462.1	South Africa	Africa	PARTIAL	29819	B.1.351	2020-10-29
OM725449.1	South Africa	Africa	PARTIAL	29817	B.1.351	2020-10-26
OM725433.1	South Africa	Africa	PARTIAL	29804	B.1.351	2020-10-15
OM725432.1	South Africa	Africa	PARTIAL	29859	B.1.351	2020-10-15
OM725431.1	South Africa	Africa	PARTIAL	29850	B.1.351	2020-10-15
OM725430.1	South Africa	Africa	COMPLETE	29882	B.1.351	2020-10-15
OM725425.1	South Africa	Africa	PARTIAL	29804	B.1.351	2020-10-14
OM725423.1	South Africa	Africa	PARTIAL	29807	B.1.351	2020-10-12
OM725419.1	South Africa	Africa	PARTIAL	29795	B.1.351	2020-10-18
OM725408.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-10-23
OM725407.1	South Africa	Africa	COMPLETE	29868	B.1.351	2020-10-22
OM725405.1	South Africa	Africa	PARTIAL	29859	B.1.351	2020-10-20
OM725404.1	South Africa	Africa	PARTIAL	29872	B.1.351	2020-10-19
OM725400.1	South Africa	Africa	PARTIAL	29806	B.1.351	2020-10-23
OM725399.1	South Africa	Africa	PARTIAL	29885	B.1.351	2020-10-23
OM725398.1	South Africa	Africa	PARTIAL	29855	B.1.351	2020-10-23
OM725397.1	South Africa	Africa	COMPLETE	29877	B.1.351	2020-10-23
OM725395.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-10-22
OM725394.1	South Africa	Africa	PARTIAL	29806	B.1.351	2020-10-22
OM725393.1	South Africa	Africa	COMPLETE	29863	B.1.351	2020-10-22
OM725392.1	South Africa	Africa	PARTIAL	29810	B.1.351	2020-10-22
OM725388.1	South Africa	Africa	COMPLETE	29883	B.1.351	2020-10-20
OM725387.1	South Africa	Africa	COMPLETE	29883	B.1.351	2020-10-20
OM725381.1	South Africa	Africa	PARTIAL	29804	B.1.351	2020-10-19
OM725380.1	South Africa	Africa	PARTIAL	29887	B.1.351	2020-10-19
OM725219.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-17
OM725197.1	South Africa	Africa	PARTIAL	29714	B.1.351	2021-06-17
OM725145.1	South Africa	Africa	PARTIAL	29868	B.1.351	2021-06-09
OM725137.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-06-18
OM725136.1	South Africa	Africa	PARTIAL	29855	B.1.351	2021-06-08
OM725134.1	South Africa	Africa	PARTIAL	29849	B.1.351	2021-06-18
OM725133.1	South Africa	Africa	PARTIAL	29877	B.1.351	2021-06-15
OM725132.1	South Africa	Africa	PARTIAL	29849	B.1.351	2021-06-17
OM725121.1	South Africa	Africa	COMPLETE	29798	B.1.351	2021-06-18
OM725089.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-26
OM725087.1	South Africa	Africa	PARTIAL	29772	B.1.351	2021-06-14
OM725084.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-09
OM725083.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-19
OM725082.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-20
OM725081.1	South Africa	Africa	PARTIAL	29772	B.1.351	2021-05-20
OM725080.1	South Africa	Africa	COMPLETE	29758	B.1.351	2021-05-20
OM725069.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-08
OM725062.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-25
OM725058.1	South Africa	Africa	PARTIAL	29850	B.1.351	2021-06-24
OM725055.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-08
OM721104.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-07
OM721103.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-07
OM721100.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-22
OM721086.1	South Africa	Africa	PARTIAL	29772	B.1.351	2021-06-02
OM721085.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-03
OM721084.1	South Africa	Africa	PARTIAL	29758	B.1.351	2021-06-02
OM721083.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-02
OM721080.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-02
OM721077.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-25
OM721076.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-24
OM721075.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-25
OM721073.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-24
OM721072.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-05-24
OM721071.1	South Africa	Africa	PARTIAL	29758	B.1.351	2021-05-20
OM721070.1	South Africa	Africa	PARTIAL	29763	B.1.351	2021-06-10
OM721068.1	South Africa	Africa	COMPLETE	29813	B.1.351	2021-06-20
OM721066.1	South Africa	Africa	PARTIAL	29808	B.1.351	2021-06-15
OM721065.1	South Africa	Africa	PARTIAL	29812	B.1.351	2021-06-06
OM721061.1	South Africa	Africa	PARTIAL	29820	B.1.351	2021-05-26
OM721060.1	South Africa	Africa	PARTIAL	29810	B.1.351	2021-05-19
OM721059.1	South Africa	Africa	PARTIAL	29828	B.1.351	2021-05-27
OM721057.1	South Africa	Africa	PARTIAL	29828	B.1.351	2021-05-26
OM721055.1	South Africa	Africa	PARTIAL	29827	B.1.351	2021-06-01
OM721054.1	South Africa	Africa	COMPLETE	29805	B.1.351	2021-06-02
OM721052.1	South Africa	Africa	PARTIAL	29819	B.1.351	2021-05-12
OM721051.1	South Africa	Africa	PARTIAL	29809	B.1.351	2021-05-23
OM721050.1	South Africa	Africa	COMPLETE	29810	B.1.351	2021-05-22
OM721048.1	South Africa	Africa	COMPLETE	29800	B.1.351	2021-05-24
OM721046.1	South Africa	Africa	PARTIAL	29827	B.1.351	2021-05-27
OM721045.1	South Africa	Africa	PARTIAL	29808	B.1.351	2021-05-19
OM721044.1	South Africa	Africa	PARTIAL	29857	B.1.351	2021-05-11
OM721043.1	South Africa	Africa	PARTIAL	29814	B.1.351	2021-05-12
OM721040.1	South Africa	Africa	COMPLETE	29808	B.1.351	2021-05-18
OM721037.1	South Africa	Africa	PARTIAL	29818	B.1.351	2021-05-13
OM721036.1	South Africa	Africa	PARTIAL	29812	B.1.351	2021-05-20
OM721035.1	South Africa	Africa	PARTIAL	29812	B.1.351	2021-05-19
OM721034.1	South Africa	Africa	PARTIAL	29824	B.1.351	2021-05-19
OM721033.1	South Africa	Africa	COMPLETE	29821	B.1.351	2021-05-19
OM721030.1	South Africa	Africa	PARTIAL	29830	B.1.351	2021-06-10
OM721028.1	South Africa	Africa	COMPLETE	29804	B.1.351	2021-06-20
OM721025.1	South Africa	Africa	PARTIAL	29812	B.1.351	2021-06-13
OM721024.1	South Africa	Africa	PARTIAL	29828	B.1.351	2021-06-09
OM721023.1	South Africa	Africa	COMPLETE	29806	B.1.351	2021-06-06
OM721017.1	South Africa	Africa	COMPLETE	29807	B.1.351	2021-05-24
OM721016.1	South Africa	Africa	COMPLETE	29817	B.1.351	2021-05-24
OM721005.1	South Africa	Africa	PARTIAL	29813	B.1.351	2021-06-22
OM721001.1	South Africa	Africa	PARTIAL	29753	B.1.351	2021-06-25
OM720997.1	South Africa	Africa	COMPLETE	29753	B.1.351	2021-06-24
OM720993.1	South Africa	Africa	PARTIAL	29753	B.1.351	2021-06-21
OM720988.1	South Africa	Africa	PARTIAL	29753	B.1.351	2021-06-22
OM720982.1	South Africa	Africa	PARTIAL	29751	B.1.351	2021-05-24
OM720981.1	South Africa	Africa	PARTIAL	29751	B.1.351	2021-05-17
OM720977.1	South Africa	Africa	PARTIAL	29751	B.1.351	2021-05-27
OM720967.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-06-02
OM720965.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-05-29
OM720963.1	South Africa	Africa	PARTIAL	29856	B.1.351	2021-05-27
OM720962.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-05-18
OM720960.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-24
OM720953.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-01
OM720952.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-10
OM720951.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-12
OM720950.1	South Africa	Africa	PARTIAL	29780	B.1.351	2021-05-12
OM720948.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-12
OM720946.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-12
OM720945.1	South Africa	Africa	PARTIAL	29841	B.1.351	2021-05-12
OM720944.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-05-12
OM720943.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-10
OM720942.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-07
OM720941.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-07
OM720940.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-07
OM720939.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-07
OM720938.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-05-06
OM720937.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-06
OM720936.1	South Africa	Africa	PARTIAL	29853	B.1.351	2021-05-06
OM720935.1	South Africa	Africa	PARTIAL	29846	B.1.351	2021-05-05
OM720934.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-05-05
OM720933.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-05
OM720932.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-05
OM720931.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-05
OM720930.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-05-04
OM720929.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-04
OM720928.1	South Africa	Africa	PARTIAL	29796	B.1.351	2021-05-04
OM720927.1	South Africa	Africa	PARTIAL	29796	B.1.351	2021-05-04
OM720926.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-03
OM720924.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-03
OM720922.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-06
OM720921.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-05-06
OM720920.1	South Africa	Africa	COMPLETE	29806	B.1.351	2021-05-06
OM720919.1	South Africa	Africa	PARTIAL	29631	B.1.351	2021-05-05
OM720918.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-04
OM720917.1	South Africa	Africa	PARTIAL	29826	B.1.351	2021-05-04
OM720916.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-04
OM720915.1	South Africa	Africa	PARTIAL	29796	B.1.351	2021-05-04
OM720914.1	South Africa	Africa	PARTIAL	29819	B.1.351	2021-05-04
OM720913.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-04
OM720912.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-05-04
OM720911.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-05-03
OM720910.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-03
OM720909.1	South Africa	Africa	PARTIAL	29714	B.1.351	2021-05-03
OM720908.1	South Africa	Africa	PARTIAL	29780	B.1.351	2021-05-03
OM720906.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-04-24
OM720904.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-04-23
OM720903.1	South Africa	Africa	PARTIAL	29875	B.1.351	2021-04-22
OM720901.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-04-17
OM720900.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-04-17
OM720899.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-04-15
OM720898.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-04-15
OM720897.1	South Africa	Africa	PARTIAL	29881	B.1.351	2021-04-22
OM720896.1	South Africa	Africa	PARTIAL	29854	B.1.351	2021-04-22
OM720895.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-04-20
OM720894.1	South Africa	Africa	PARTIAL	29831	B.1.351	2021-04-20
OM720893.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-04-16
OM720892.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-04-16
OM720891.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-03-09
OM720890.1	South Africa	Africa	PARTIAL	29794	B.1.351	2021-03-08
OM720889.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-16
OM720888.1	South Africa	Africa	PARTIAL	29794	B.1.351	2021-03-08
OM720887.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-08
OM720886.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-01
OM720885.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
OM720884.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-03-08
OM720883.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-05
OM720882.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-02
OM720881.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-25
OM720880.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-17
OM720879.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-10
OM720878.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-01
OM720877.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-08
OM720876.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
OM720875.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-16
OM720874.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-17
OM720873.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
OM720872.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-19
OM720871.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
OM720870.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-04
OM720869.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-01
OM720868.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
OM720867.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-17
OM720866.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-02
OM720865.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-11
OM720864.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
OM720789.1	South Africa	Africa	COMPLETE	29804	B.1.351	2021-09-21
OM720786.1	South Africa	Africa	PARTIAL	29836	B.1.351	2021-06-30
OM720752.1	South Africa	Africa	PARTIAL	29753	B.1.351	2021-06-27
OM720731.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-05-14
OM720730.1	South Africa	Africa	PARTIAL	29874	B.1.351	2021-05-17
OM720728.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-05-01
OM720716.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-01
OL915199.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-01-28
OL915193.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-01-20
OL915191.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-01-22
OL915185.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-01-19
OL915052.1	Kenya	Africa	PARTIAL	29752	B.1.351	2020-12-15
OL915049.1	Kenya	Africa	PARTIAL	29752	B.1.351	2020-12-17
OL914926.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-06-08
OL914922.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-03
OL914921.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-30
OL914920.1	Kenya	Africa	PARTIAL	29284	B.1.351	2021-04-28
OL914915.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-28
OL914911.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-20
OL914906.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-23
OL914905.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-23
OL914900.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-22
OL914899.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-21
OL914894.1	Kenya	Africa	PARTIAL	29773	B.1.351	2021-04-19
OL914893.1	Kenya	Africa	PARTIAL	29773	B.1.351	2021-04-18
OL914892.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-17
OL914888.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-15
OL914887.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-12
OL914868.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-13
OL914859.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-13
OL914858.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-13
OL914857.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-13
OL914842.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-06
OL914827.1	Kenya	Africa	PARTIAL	29284	B.1.351	2021-04-08
OL914825.1	Kenya	Africa	PARTIAL	29476	B.1.351	2021-04-07
OL914821.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-30
OL914820.1	Kenya	Africa	PARTIAL	29761	B.1.351	2021-03-31
OL914812.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-28
OL914804.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-30
OL914803.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-30
OL914787.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-31
OL914785.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-03-31
OL914783.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914776.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-30
OL914772.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914771.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-30
OL914770.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914765.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914764.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914763.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914761.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914760.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-29
OL914755.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-19
OL914749.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-25
OL914739.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914738.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914734.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914728.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-24
OL914727.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914724.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914723.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-22
OL914721.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914720.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914719.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-23
OL914714.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-22
OL914710.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-22
OL914709.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-22
OL914705.1	Kenya	Africa	PARTIAL	29284	B.1.351	2021-03-19
OL914704.1	Kenya	Africa	PARTIAL	29284	B.1.351	2021-03-19
OL914701.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-16
OL914700.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-16
OL914699.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-16
OL914698.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-16
OL914697.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-16
OL914696.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-15
OL914692.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-18
OL914686.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-17
OL914683.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-17
OL914681.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-17
OL914680.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-17
OL914678.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-16
OL914673.1	Kenya	Africa	PARTIAL	29773	B.1.351	2021-03-14
OL914670.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-13
OL914666.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-12
OL914665.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-12
OL914655.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-12
OL914654.1	Kenya	Africa	PARTIAL	29755	B.1.351	2021-03-12
OL914652.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-11
OL914650.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-09
OL914646.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-03-04
OL914645.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-10
OL914644.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-10
OL914643.1	Kenya	Africa	PARTIAL	29766	B.1.351	2021-03-10
OL914642.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-10
OL914641.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-10
OL914640.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-10
OL914639.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-10
OL914635.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-03
OL914631.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-26
OL914630.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-25
OL914628.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-25
OL914627.1	Kenya	Africa	PARTIAL	29284	B.1.351	2021-02-25
OL914626.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL914624.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-05
OL914623.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-04
OL914622.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-05
OL914620.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-05
OL914619.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-05
OL914616.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-01-28
OL914615.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-01-29
OL913299.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913294.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913293.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913291.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913290.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913289.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913288.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913287.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913285.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913281.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913279.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913268.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-24
OL913249.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-19
OL913246.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-19
OL913176.1	Kenya	Africa	PARTIAL	29476	B.1.351	2021-03-10
OL913161.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-09
OL739846.1	Kenya	Africa	PARTIAL	29759	B.1.351	2021-05-03
OL691513.1	Kenya	Africa	COMPLETE	29759	B.1.351	2021-05-04
OL549066.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-02
OL549052.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-03-01
OL549038.1	Kenya	Africa	PARTIAL	29602	B.1.351	2021-03-01
OL549037.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-03-01
OL549017.1	Kenya	Africa	PARTIAL	29284	B.1.351	2021-02-26
OL549012.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-26
OL548997.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-02-25
OL548990.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-02-25
OL548934.1	Kenya	Africa	PARTIAL	29593	B.1.351	2020-12-25
